year,measure_type,leading_10_ranking,measure,group,subgroup,estimate_type,estimate,reliable
2018,By primary diagnosis,2,2. Injury and poisoning,By region,West,Visit count,5350000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,Visit count,20283000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,Visit count,3078000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,Visit count,6184000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,Visit count,3591000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,Visit count,7034000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,Visit count,1972000.0,Yes
2018,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,Visit count,1091000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,Visit count,13829000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,Visit count,7900000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,Visit count,5930000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,Visit count,5528000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,Visit count,3836000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,45-64 years old,Visit count,2368000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By age,65+ years old,Visit count,2098000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic white,Visit count,6835000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic black,Visit count,3994000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Hispanic,Visit count,2464000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic other,Visit count,536000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Northeast,Visit count,2064000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Midwest,Visit count,2505000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,South,Visit count,6376000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,Visit count,2884000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),MSA,Visit count,11975000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),Non-MSA,Visit count,1855000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Private insurance,Visit count,2771000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicare,Visit count,2203000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicaid,Visit count,6086000.0,Yes
2018,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Uninsured,Visit count,1115000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,Total,All visits,Visit count,9870000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Female,Visit count,5301000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Male,Visit count,4569000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,0-17 years old,Visit count,998000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,18-44 years old,Visit count,3522000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,45-64 years old,Visit count,3515000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,65+ years old,Visit count,1835000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic white,Visit count,4526000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic black,Visit count,3518000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Hispanic,Visit count,1539000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic other,Visit count,286000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Northeast,Visit count,1673000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Midwest,Visit count,2027000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,South,Visit count,4382000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,West,Visit count,1788000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),MSA,Visit count,8324000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,Visit count,1546000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Private insurance,Visit count,2403000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,Visit count,2061000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,Visit count,2891000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,Visit count,1011000.0,Yes
2018,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,Visit count,230000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,Visit count,7877000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,Visit count,3942000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,Visit count,3935000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,Visit count,1289000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,Visit count,3200000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,Visit count,2019000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,Visit count,1370000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic white,Visit count,4436000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic black,Visit count,1739000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,1423000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,Visit count,280000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,Visit count,1264000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,Visit count,1713000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,Visit count,3181000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,Visit count,1720000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,Visit count,6672000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,Visit count,1205000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,Visit count,1921000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,Visit count,1448000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,Visit count,2568000.0,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,Visit count,742000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,Visit count,6834000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,Visit count,4606000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,Visit count,2228000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,Visit count,730000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,Visit count,3238000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,Visit count,1568000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,Visit count,1298000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic white,Visit count,3699000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic black,Visit count,1858000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,Visit count,1061000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,Visit count,216000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,Visit count,988000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,Visit count,1433000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,Visit count,3113000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,Visit count,1299000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,Visit count,5897000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,Visit count,937000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,Visit count,1682000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,Visit count,1421000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,Visit count,1839000.0,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Uninsured,Visit count,722000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,Visit count,4933000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,Visit count,2429000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,Visit count,2504000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,Visit count,324000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,Visit count,2854000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,Visit count,1232000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,Visit count,524000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic white,Visit count,2892000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic black,Visit count,1281000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,Visit count,599000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,Visit count,160000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,Visit count,1133000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,Visit count,1073000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,Visit count,1501000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,Visit count,1226000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,Visit count,4309000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,Visit count,624000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,Visit count,912000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,Visit count,844000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,Visit count,1800000.0,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,Visit count,492000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,Visit count,4511000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,Visit count,2260000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,Visit count,2251000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,Visit count,838000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,Visit count,1473000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,Visit count,2112000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic white,Visit count,2666000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic black,Visit count,1214000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,Visit count,484000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,Visit count,624000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,Visit count,1002000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,Visit count,1889000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,Visit count,996000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,Visit count,3916000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,Visit count,594000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,Visit count,925000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,Visit count,1965000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,Visit count,695000.0,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,Visit count,271000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,Total,All visits,Visit count,3439000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Female,Visit count,1888000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Male,Visit count,1551000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,0-17 years old,Visit count,1514000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,18-44 years old,Visit count,838000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,45-64 years old,Visit count,597000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,65+ years old,Visit count,490000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic white,Visit count,1365000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic black,Visit count,1062000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Hispanic,Visit count,788000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Northeast,Visit count,806000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Midwest,Visit count,769000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,South,Visit count,1116000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,West,Visit count,748000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),MSA,Visit count,3144000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),Non-MSA,Visit count,295000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Private insurance,Visit count,734000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicare,Visit count,598000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicaid,Visit count,1514000.0,Yes
2018,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Uninsured,Visit count,218000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,Total,All visits,Visit count,4430000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Female,Visit count,2410000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Male,Visit count,2020000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,Visit count,1158000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,Visit count,1751000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,Visit count,1010000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,65+ years old,Visit count,511000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic white,Visit count,2238000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic black,Visit count,1270000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,Visit count,698000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic other,Visit count,224000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Northeast,Visit count,779000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Midwest,Visit count,807000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,South,Visit count,1877000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,West,Visit count,966000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),MSA,Visit count,3913000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),Non-MSA,Visit count,517000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,Visit count,971000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,Visit count,691000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,Visit count,1512000.0,Yes
2018,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Uninsured,Visit count,452000.0,Yes
2016,By reason for visit,3,3. Cough,By age,18-44 years old,Visit count,1314000.0,Yes
2019,By primary diagnosis,0,All diagnoses,Total,All visits,Visit count,150650000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By sex,Female,Visit count,82235000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By sex,Male,Visit count,68415000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By age,0-17 years old,Visit count,34736000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By age,18-44 years old,Visit count,54584000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By age,45-64 years old,Visit count,33582000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By age,65+ years old,Visit count,27748000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic white,Visit count,84042000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic black,Visit count,34835000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By race/ethnicity,Hispanic,Visit count,26162000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By race/ethnicity,Non-Hispanic other,Visit count,5610000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By region,Northeast,Visit count,24193000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By region,Midwest,Visit count,28617000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By region,South,Visit count,65720000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By region,West,Visit count,32120000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),MSA,Visit count,125743000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By metropolitan statistical area (MSA),Non-MSA,Visit count,24907000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Private insurance,Visit count,33405000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Medicare,Visit count,29815000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,Visit count,50401000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,Visit count,12676000.0,Yes
2019,By primary diagnosis,0,All diagnoses,By primary payment source,Other,Visit count,3975000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",Total,All visits,Visit count,39031000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Female,Visit count,22122000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Male,Visit count,16908000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,0-17 years old,Visit count,8365000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,18-44 years old,Visit count,13328000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,45-64 years old,Visit count,9603000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,65+ years old,Visit count,7735000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic white,Visit count,21944000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic black,Visit count,9155000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Hispanic,Visit count,6406000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic other,Visit count,1526000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Northeast,Visit count,6563000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Midwest,Visit count,7195000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,South,Visit count,16800000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,West,Visit count,8473000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),MSA,Visit count,33049000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),Non-MSA,Visit count,5981000.0,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,Visit count,3618000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Private insurance,Visit count,9461000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicare,Visit count,8198000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,Visit count,12168000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,Visit count,3048000.0,Yes
2019,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Other,Visit count,813000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,Visit count,26215000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,Visit count,12897000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,Visit count,13318000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,Visit count,7519000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,Visit count,9507000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,Visit count,5021000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,Visit count,4168000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic white,Visit count,16074000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic black,Visit count,5005000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,Visit count,4227000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,Visit count,909000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,Visit count,4058000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,Visit count,5292000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,South,Visit count,11109000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By region,West,Visit count,5756000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,Visit count,21059000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,Visit count,5156000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,Visit count,6780000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,Visit count,4375000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,Visit count,8314000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,Visit count,2121000.0,Yes
2019,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,Visit count,1371000.0,Yes
2019,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,Visit count,15792000.0,Yes
